Lp.;Wybór;Nazwa jaskini;Kod;Dł.;Den.;Gł.;Przew.;Zaznacz wszystkieOdznacz wszystkie Exportuj zaznaczone 
15;;AGRESYWNA SZCZELINA;K.Bs-04.89;5.00;2.00;2.00;0.00;Szczegóły GPS
16;;AWEN LISA;K.Bs-04.41;11.40;2.50;2.50;0.00;Szczegóły
17;;BANIA W RADZIEJOWEJ;K.Bsd-01.17;24.00;9.00;9.00;0.00;Szczegóły
18;;BARDZO CIASNA SZCZELINA;K.Pr-01.38 N;4.00;0.00;0.00;0.00;Szczegóły
19;;BARDZO MAŁY SCHRON;K.Bs-02.38;2.00;0.00;0.00;0.00;Szczegóły GPS
20;;BARDZO NISKI OKAP;K.Pr-02.24;3.50;0.00;0.00;0.00;Szczegóły GPS
21;;BAWOŁA PIWNICA (SCHRONISKO L-25);K.Bn-09.50;5.00;0.00;0.00;0.00;Szczegóły
22;;BERETOWA KOLEBA;K.Bn-08.10;4.00;0.00;0.00;0.00;Szczegóły
23;;BEZDZIADZIA NORA;K.Bsd-02.30;5.00;0.00;0.00;0.00;Szczegóły
24;;BIEDNA SZTOLNIA;K.Pd-01.32 S;5.00;0.00;0.00;0.00;Szczegóły
25;;BOGDANOWY OKAP;K.Pst-01.18;1.50;0.00;0.00;0.00;Szczegóły
26;;BORSUCZA DZIURA;K.Bsd-01.15;4.00;0.00;0.00;0.00;Szczegóły
27;;BORSUCZA DZIURA;K.Bw-02.35;300.00;10.00;10.00;0.00;Szczegóły GPS
28;;BORSUCZA STUDNIA;K.Bw-02.37;3.00;2.00;2.00;0.00;Szczegóły GPS
29;;BRAMA;K.Bs-03.30;2.00;0.00;0.00;0.00;Szczegóły GPS
30;;BRAMA NA BARANIEJ;K.Bs-02.247;3.50;0.00;0.00;0.00;Szczegóły GPS
31;;BUCYNOWA NORA;K.Bsd-01.33;2.00;0.00;0.00;0.00;Szczegóły
32;;BUCZYNOWA JAMA;K.Bsd-02.06;6.00;0.00;0.00;0.00;Szczegóły
33;;CHŁODNY SCHRON;K.G-01.10;6.00;2.50;2.50;0.00;Szczegóły
34;;CHRUSTOWA SZCZELINA;K.Bs-04.120;6.00;3.00;3.00;0.00;Szczegóły GPS
35;;CHWIEJNA SZCZELINA;K.Bż-02.13;6.50;5.30;5.30;0.00;Szczegóły
36;;CIASNA NORA;K.Bs-02.43;4.00;0.00;0.00;0.00;Szczegóły GPS
37;;CIASNA SZCZELINA;K.Bm-02.20;3.00;2.50;0.00;2.50;Szczegóły GPS
38;;CIASNA SZCZELINA;K.Pw-01.13;5.20;2.60;0.00;2.60;Szczegóły
39;;CIASNA SZCZELINA W KOŚCIELCU;K.Bs-03.204;2.00;0.00;0.00;0.00;Szczegóły
40;;CIASNY SCHRON POD RASTOCZNYM;K.Bs-02.206;5.00;1.80;0.00;0.00;Szczegóły
41;;CIEMNA STUDNIA (SCHRONISKO L-28);K.Bn-09.48;4.00;4.00;4.00;0.00;Szczegóły
42;;CIEMNY SCHRON NA STOŻKU;K.Bs-01.22;2.00;0.00;0.00;0.00;Szczegóły GPS
43;;CIEPŁE SCHRONISKO W OKRĄGLICY;K.Bż-05.30;3.00;2.50;2.50;0.00;Szczegóły GPS
44;;CIOSKOWA STUDNIA;K.G-01.34;2.00;2.00;2.00;0.00;Szczegóły
45;;CISOWY SCHRON;K.Bm-02.28;2.10;0.00;0.00;0.00;Szczegóły GPS
46;;CZARCIA IZDEBKA;K.Pc-02.07 S;8.00;1.50;1.50;0.00;Szczegóły GPS
47;;CZARNA SZCZELINA;K.Pd-01.39;9.00;3.50;3.50;0.00;Szczegóły
48;;CZELUŚĆ NA MURONCE;K.Bs-02.122 X;3.50;0.00;0.00;0.00;Szczegóły GPS
49;;DĘBICKA STUDNIA I;K.Bn-09.46;26.00;6.00;6.00;0.00;Szczegóły
50;;DĘBICKA STUDNIA II;K.Bn-09.73;6.00;3.00;3.00;0.00;Szczegóły
51;;DIABLA DZIURA W BUKOWCU;K.Pr-02.01;365.00;42.50;42.50;0.00;Szczegóły GPS
52;;DIABLA KOLEBA;K.Bż-04.07;4.00;0.00;0.00;0.00;Szczegóły
53;;DIABLI OKAP;K.Bm-02.65;2.00;0.00;0.00;0.00;Szczegóły
54;;DŁUGI OKAP;K.Bn-09.60;13.00;2.50;2.50;0.00;Szczegóły
55;;DOLNA GROTA KRYSZTAŁOWA;K.Pwl-03.01;12.00;5.75;0.00;0.00;Szczegóły
56;;DOLNA KASKADA RODŁA;K.Bs-02.90;2.00;0.00;0.00;0.00;Szczegóły GPS
57;;DOLNY OKAP W WIŚLE CZARNEM;K.Bs-02.223;1.50;0.00;0.00;0.00;Szczegóły GPS
58;;DOLNY SCHRON;K.Bs-03.37;7.00;8.00;0.00;0.00;Szczegóły
59;;DOLNY TUNELIK;K.G-01.20;8.00;4.00;4.00;0.00;Szczegóły
60;;DOROCIA JAMA;K.Bsz-01.08 N;20.00;3.00;3.00;0.00;Szczegóły
61;;DUDŁOWY TUNEL;K.Bsd-01.11;7.00;0.00;0.00;0.00;Szczegóły
62;;DUSIOWA JAMA;K.Pst-01.13;9.00;2.00;0.50;1.50;Szczegóły
63;;DUŻA SALA NA MURONCE;K.Bs-02.118;4.80;2.50;2.50;0.00;Szczegóły GPS
64;;DUŻY DZIADOWSKI SCHRON I;K.Bs-03.142;1.80;0.00;0.00;0.00;Szczegóły GPS
65;;DUŻY DZIADOWSKI SCHRON II;K.Bs-03.143;2.00;0.00;0.00;0.00;Szczegóły GPS
66;;DUŻY OKAP;K.Bm-02.11;3.00;0.00;0.00;0.00;Szczegóły GPS
67;;DUŻY OKAP KOŁO GRZYBA W WIŚLE CZARNE;K.Bs-02.168;6.00;4.00;0.00;0.00;Szczegóły GPS
68;;DUŻY OKAP NA ZAKRĘCIE NA BARANIEJ GÓRZE;K.Bs-02.244;2.50;0.00;0.00;0.00;Szczegóły
69;;DUŻY SCHRON NAD WYRCHMALINKAMI;K.Bs-03.208;4.00;2.00;0.00;0.00;Szczegóły GPS
70;;DWA KAMIENIE NA MURONCE;K.Bs-02.110;1.90;0.00;0.00;0.00;Szczegóły GPS
71;;DWOISTA JAMA;K.Bsd-01.24;8.00;0.00;0.00;0.00;Szczegóły
72;;DWU OTWOROWA OTCHŁAŃ NA STOŻKU;K.Bs-01.23;4.50;0.00;0.00;0.00;Szczegóły GPS
73;;DWUDZIURA POD BUKIEM;K.Bm-01.17;7.00;0.00;0.00;0.00;Szczegóły
74;;DWUOSOBOWY SCHRON;K.Bs-02.44;2.50;0.00;0.00;0.00;Szczegóły GPS
75;;DWUSTOPNIOWA KOLEBA;K.Bż-05.36;4.50;1.00;0.00;1.00;Szczegóły
76;;DYDIOWSKA JAMA;K.Bsz-02.06;26.00;15.00;15.00;0.00;Szczegóły GPS
77;;DYMIĄCA PIWNICA;K.Bż-04.14;86.50;10.50;10.50;0.00;Szczegóły GPS
78;;DZIADOWSKA SZCZELINA;K.Bs-03.144;4.60;1.00;1.00;0.00;Szczegóły GPS
79;;DZIADOWSKI SCHREON IX;K.Bs-03.153;2.00;0.00;0.00;0.00;Szczegóły GPS
80;;DZIADOWSKI SCHRON I;K.Bs-03.145;1.60;0.00;0.00;0.00;Szczegóły GPS
81;;DZIADOWSKI SCHRON II;K.Bs-03.146;2.00;0.00;0.00;0.00;Szczegóły GPS
82;;DZIADOWSKI SCHRON III;K.Bs-03.147;2.20;1.00;1.00;0.00;Szczegóły GPS
83;;DZIADOWSKI SCHRON IV;K.Bs-03.148;1.80;0.00;0.00;0.00;Szczegóły GPS
84;;DZIADOWSKI SCHRON V;K.Bs-03.149;1.80;0.00;0.00;0.00;Szczegóły GPS
85;;DZIADOWSKI SCHRON VII;K.Bs-03.151;2.20;0.50;0.50;0.00;Szczegóły GPS
86;;DZIADOWSKI SCHRON VIII;K.Bs-03.152;2.00;0.50;0.50;0.00;Szczegóły GPS
87;;DZIADOWSKI SCHRON X;K.Bs-03.154;2.20;0.50;0.50;0.00;Szczegóły GPS
88;;DZIADOWSKI SCHRON XI;K.Bs-03.155;1.60;0.00;0.00;0.00;Szczegóły GPS
89;;DZIADOWSKI SCHRON XII;K.Bs-03.156;2.00;0.00;0.00;0.00;Szczegóły GPS
90;;DZIADOWSKI SCHRON XIII;K.Bs-03.157;1.90;0.00;0.00;0.00;Szczegóły GPS
91;;DZIADOWSKI SCHRON XIV;K.Bs-03.158;1.80;0.00;0.00;0.00;Szczegóły GPS
92;;DZIADOWSKI SCHRON XV;K.Bs-03.159;2.20;0.00;0.00;0.00;Szczegóły GPS
93;;DZIADOWSKI SCHRONVI;K.Bs-03.150;2.00;0.60;0.60;0.00;Szczegóły GPS
94;;DZIADZIA NORA;K.Bsd-02.29;4.00;2.00;0.00;0.00;Szczegóły
95;;DZIANGLOWA JAMA;K.Bsd-02.13;4.00;1.80;1.80;0.00;Szczegóły
96;;DZIURA KAJ KÓŃ WPOD;K.Bs-03.138;5.00;2.00;2.00;0.00;Szczegóły
97;;DZIURA KAJ KÓŃ WPOD 2;K.Bs-03.136;2.50;1.50;1.50;0.00;Szczegóły
98;;DZIURA KAJ KÓŃ WPOD 3;K.Bs-03.137;2.00;2.00;2.00;0.00;Szczegóły
99;;DZIURA KOŁO ZAKOPIANKI;K.Bmk-03.06;1.50;0.00;0.00;0.00;Szczegóły
100;;DZIURA KOŁO ZBÓJECKIEJ;K.Bw-02.15;3.00;0.00;0.00;0.00;Szczegóły GPS
101;;DZIURA KTN;K.Bsd-01.39;3.00;0.00;0.00;0.00;Szczegóły
102;;DZIURA NAD GRZEBIENIEM;K.Bw-02.23;5.00;0.00;0.00;0.00;Szczegóły GPS
103;;DZIURA NAD JAWORCZYKIEM;K.Bsd-02.61;2.00;0.00;0.00;0.00;Szczegóły
104;;DZIURA NAD KAPLICĄ;K.G-01.40;3.00;0.50;0.00;0.00;Szczegóły
105;;DZIURA NAD LAJPCYKIEM;K.Bsd-01.40;3.00;3.00;3.00;0.00;Szczegóły
106;;DZIURA NAD LEMBARSKIM;K.Bsd-02.35;3.00;0.00;0.00;0.00;Szczegóły
107;;DZIURA NAD MŁACZNYM;K.Bsd-02.34;4.00;0.00;0.00;0.00;Szczegóły
108;;DZIURA NARCIARZY;K.Bsd-02.18;5.00;3.00;3.00;0.00;Szczegóły
109;;DZIURA POD BUKIEM;K.Bm-02.07;10.70;0.00;0.00;0.00;Szczegóły GPS
110;;DZIURA POD CHRUSTEM;K.Bsd-02.63;2.00;0.00;0.00;0.00;Szczegóły
111;;DZIURA POD DWOMA SKAŁAMI;K.Bsd-02.64;2.00;0.00;0.00;0.00;Szczegóły
112;;DZIURA POD KAMIENIEM;K.Bsd-01.16;3.00;0.00;0.00;0.00;Szczegóły
113;;DZIURA POD KICZORĄ;K.Bsd-01.20;3.00;0.00;0.00;0.00;Szczegóły
114;;DZIURA POD KORZENIEM;K.Bs-03. 20 N;2.50;0.00;0.00;0.00;Szczegóły
115;;DZIURA POD SINYM WYREM;K.Bn-12.02;5.00;0.00;0.00;0.00;Szczegóły
116;;DZIURA PROBOSZCZA;K.Pr-01.48;1.70;0.00;0.00;0.00;Szczegóły
117;;DZIURA PRZY BUKU;K.Bż-05.67;2.50;1.50;1.50;0.00;Szczegóły
118;;DZIURA PRZY DRODZE;K.Bn-09.78;2.00;0.00;0.00;0.00;Szczegóły
119;;DZIURA PRZY GROBLI;K.Bs-03. 09;2.00;0.00;0.00;0.00;Szczegóły GPS
120;;DZIURA PRZY KOPCU NAD JAWORZEM;K.Bs-04.110;2.00;0.00;0.00;0.00;Szczegóły GPS
121;;DZIURA U MADZI;K.Bs-04.113 X;4.50;3.20;3.20;0.00;Szczegóły
122;;DZIURA U MADZIÓW (MADZI);K.Bs-03.135;4.50;3.20;3.20;0.00;Szczegóły
123;;DZIURA W BŁATNIEJ;K.Bs-04.109 N;4.20;2.50;2.50;0.00;Szczegóły GPS
124;;DZIURA W DRODZE NA KOTARZU;K.Bs-04.122;3.00;2.30;2.30;0.00;Szczegóły
125;;DZIURA W GŁAZOWISKU I;K.Bsd-02.66;2.00;0.00;0.00;0.00;Szczegóły
126;;DZIURA W GŁAZOWISKU II;K.Bsd-02.67;2.50;0.00;0.00;0.00;Szczegóły
127;;DZIURA W GRONIKU;K.Bm-02.77;1.70;0.00;0.00;0.00;Szczegóły
128;;DZIURA W KLIMCZOKU K2;K.Bs-04.91 N;6.00;0.00;0.00;0.00;Szczegóły GPS
129;;DZIURA W KOBYLANCE;K.Bsd-02.69;3.00;0.00;0.00;0.00;Szczegóły
130;;DZIURA W KOBYLARZU;K.Bsd-02.32;4.00;0.00;0.00;0.00;Szczegóły
131;;DZIURA W KOSÓWCE I;K.Bż-04.08;5.00;4.00;4.00;0.00;Szczegóły
132;;DZIURA W KOSÓWCE II;K.Bż-04.09;5.00;2.00;2.00;0.00;Szczegóły
133;;DZIURA W LEJU;K.G-01.22;6.00;3.50;3.50;0.00;Szczegóły
134;;DZIURA W MAKOWICY;K.Bsd-02.70;2.00;0.00;0.00;0.00;Szczegóły
135;;DZIURA W OBELISKU;K.Pd-01.45;8.00;3.00;3.00;0.00;Szczegóły
136;;DZIURA W OSTRUSZY;K.Pc-01.14;10.00;2.00;2.00;0.00;Szczegóły
137;;DZIURA W POLU;K.Bw-03.04;10.00;5.00;5.00;0.00;Szczegóły GPS
138;;DZIURA W PRZYSŁOPIE;K.Bs-02.186;17.10;5.00;5.00;0.00;Szczegóły
139;;DZIURA W ROWIE;K.Bż-05.02;4.00;2.50;2.50;0.00;Szczegóły GPS
140;;DZIURA W STOŁOWIE;K.Bs-04. 15;104.00;15.00;15.00;0.00;Szczegóły GPS
141;;DZIURA W WALE;K.G-02.08;2.00;0.50;0.00;0.00;Szczegóły
142;;DZIURA W WYŻCE obiekt skreślony;K.Bw-02.40 X;0.35;0.00;0.00;0.00;Szczegóły
143;;DZIURA W ZIEMI;K.Bs-02. 41 N;4.00;2.50;2.50;0.00;Szczegóły GPS
144;;DZIURA WETERANÓW;K.Bm-01.26;17.00;4.00;4.00;0.00;Szczegóły GPS
145;;DZIURA Z CZASZKAMI;K.Bn-09.01;18.00;3.00;3.00;0.00;Szczegóły
146;;DZIURA ZA ZACISKIEM;K.Bsd-02.07;16.00;4.00;4.00;0.00;Szczegóły
147;;DZIURAWA SALA;K.Bs-03.226;14.00;7.40;7.40;0.00;Szczegóły
148;;DZIURAWA STUDNIA I;K.Bsd-01.03;11.00;3.00;3.00;0.00;Szczegóły
149;;DZIURAWA STUDNIA II;K.Bsd-01.22;3.00;0.00;0.00;0.00;Szczegóły
150;;DZIURKA W WĘDRUJĄCYCH KAMIENIACH;K.Bm-02.46;2.50;0.00;0.00;0.00;Szczegóły GPS
151;;DZIUROKI;K.Bż-05.56;5.00;3.00;3.00;0.00;Szczegóły
152;;Em5;K.Bs-02.158;5.00;2.00;2.00;0.00;Szczegóły GPS
153;;FELECZYŃSKA STUDNIA;K.Bsd-02.31;46.00;15.00;15.00;0.00;Szczegóły
154;;FRANKOWA JAMA;K.Gst-02.11;5.10;1.00;0.00;1.00;Szczegóły
155;;GANGUSIOWA JAMA;K.Bn-09.05;190.00;11.00;11.00;0.00;Szczegóły GPS
156;;GANGUSIOWA KOLEBA DOLNA;K.Bn-09.83;3.50;0.00;0.00;0.00;Szczegóły
157;;GANGUSIOWA KOLEBA GÓRNA;K.Bn-09.82;1.50;0.00;0.00;0.00;Szczegóły
158;;GANGUSIOWE SCHRONISKO V;K.Bn-09.72;5.00;1.50;1.50;0.00;Szczegóły
159;;GERLACHOWA JAMA (SCHRONISKO L-46);K.Bn-09.35;8.00;0.00;0.00;0.00;Szczegóły
160;;GŁAZ POD KOŚCIELCEM;K.Bm-02.62;1.20;1.00;1.00;0.00;Szczegóły GPS
161;;GORLICKA KOLEBA I;K.Bn-04.14;9.50;1.50;0.00;1.50;Szczegóły
162;;GORLICKA KOLEBA II;K.Bn-04.15;9.00;2.50;0.00;2.50;Szczegóły
163;;GÓRNA GROTA KRYSZTAŁOWA;K.Pwl-03.02;25.00;7.00;0.00;0.00;Szczegóły
164;;GÓRNICKA KOLEBA I;K.Bn-12.05;5.00;0.00;0.00;0.00;Szczegóły
165;;GÓRNICKA KOLEBA II;K.Bn-12.06;3.00;0.00;0.00;0.00;Szczegóły
166;;GÓRNY OKAP W WIŚLE CZARNEM;K.Bs-02.221;2.50;0.00;0.00;0.00;Szczegóły GPS
167;;GÓRNY SCHRON;K.Bs-03.38;3.00;0.00;0.00;0.00;Szczegóły
168;;GÓRNY TUNELIK;K.G-01.21;7.00;2.00;2.00;0.00;Szczegóły
169;;GRABOWA KOLEBA;K.Bs-04.69;10.00;0.00;0.00;0.00;Szczegóły
170;;GRABOWA KOLEBA II;K.Bs-04.80;7.30;2.50;2.50;0.00;Szczegóły
171;;GRABOWA KOLEBA III;K.Bs-04.93;10.20;0.70;0.70;0.00;Szczegóły
172;;GRABOWA KOLEBA IV;K.Bs-04.94;4.00;0.00;0.00;0.00;Szczegóły
173;;GRABOWA KOLEBA V;K.Bs-04.95;2.00;0.00;0.00;0.00;Szczegóły
174;;GRABOWA KOLEBA VI;K.Bs-04.99;3.00;1.00;1.00;0.00;Szczegóły
175;;GRABOWA STUDNIA;K.Bs-04.68;23.50;9.20;9.20;0.00;Szczegóły GPS
176;;GRABOWY SCHRON I;K.Bs-04.70;2.00;0.00;0.00;0.00;Szczegóły
177;;GRABOWY SCHRON II;K.Bs-04.71;2.00;1.70;1.70;0.00;Szczegóły
178;;GRABOWY SCHRON III;K.Bs-04.72;4.50;0.00;0.00;0.00;Szczegóły
179;;GRABOWY SCHRON IV;K.Bs-04.73;4.20;0.00;0.00;0.00;Szczegóły
180;;GRABOWY SCHRON IX;K.Bs-04.181;4.00;2.20;2.20;0.00;Szczegóły
181;;GRABOWY SCHRON V;K.Bs-04.100;2.00;0.00;0.00;0.00;Szczegóły
182;;GRABOWY SCHRON VI;K.Bs-04.101;4.00;0.00;0.00;0.00;Szczegóły
183;;GRABOWY SCHRON VII;K.Bs-04.179;5.00;1.80;1.80;0.00;Szczegóły
184;;GRABOWY SCHRON VIII;K.Bs-04.180;3.00;2.20;2.20;0.00;Szczegóły
185;;GRABOWY SCHRON X;K.Bs-04.201;5.00;2.10;2.10;0.00;Szczegóły
186;;GROTA BACZYŃSKIEGO;K.Bż-05.34;18.00;1.50;1.50;0.00;Szczegóły
187;;GROTA CZYŻYKA;K.Pc-01.19;4.00;1.50;0.00;1.50;Szczegóły
188;;GROTA DZIWOŻON;K.G-01.33;7.00;3.00;3.00;0.00;Szczegóły
189;;GROTA LEŚNYCH LUDZI;K.Bs-03.188 X;11.00;0.00;0.00;0.00;Szczegóły
190;;GROTA NAD POLANĄ PYRZÓWKA;K.G-01.13;6.00;1.50;1.50;0.00;Szczegóły GPS
191;;GROTA NAD PUSTĄ WIELKĄ;K.Bsd-02.36;3.00;0.00;0.00;0.00;Szczegóły
192;;GROTA POD OKAPEM;K.Bw-02.10;18.00;4.00;4.00;0.00;Szczegóły GPS
193;;GROTA POD PŁYTĄ;K.Bs-03.220;2.40;0.00;0.00;0.00;Szczegóły GPS
194;;GROTA POSZUKIWACZY KRUSZCÓW W OKRĄGLICY;K.Bż-05.59;3.00;0.50;0.00;0.00;Szczegóły
195;;GROTA PRZY KAPLICZCE W GÓRNYM SZCZYRKU;K.Bs-04. 39;2.10;0.80;0.00;0.00;Szczegóły GPS
196;;GROTA RUSAŁKI;K.Bw-04.07;14.00;4.00;4.00;0.00;Szczegóły GPS
197;;GROTA SZWEJKA;K.Bn-11.10;5.30;1.40;0.00;1.40;Szczegóły
198;;GROTA TEODORA;K.Bsz-01.05;8.40;2.10;2.10;0.00;Szczegóły
199;;GROTA W DOBCZYCACH;K.Pwl-01.08;4.00;2.50;0.00;2.50;Szczegóły GPS
200;;GROTA W PAPROTNEJ;K.Pw-02.01;3.00;0.00;0.00;0.00;Szczegóły
201;;GROTA W ROWIE NA SURMIAKÓW GRONIU;K.Bmk-02.15;4.00;0.00;0.00;0.00;Szczegóły
202;;GROTA Z FILARKIEM;K.Pr-01.29;2.00;0.00;0.00;0.00;Szczegóły
203;;HARNASIOWA SZCZELINA;K.Bs-04.67;40.00;5.50;5.50;0.00;Szczegóły
204;;HOLSKA DZIURA;K.Bn-04.23;5.00;0.00;0.00;0.00;Szczegóły
205;;HRÓMSKO JAMA;K.Bs-03.106;6.30;3.00;3.00;0.00;Szczegóły
206;;JAMA BEZ SMOKA;K.Bsd-02.46;1.80;0.00;0.00;0.00;Szczegóły
207;;JAMA BORSUCZA;K.Bsd-02.42;3.00;0.00;0.00;0.00;Szczegóły
208;;JAMA BRUDASÓW;K.Bsd-02.03;5.00;3.50;3.50;0.00;Szczegóły
209;;JAMA KOWALIKA;K.Pr-02.25;6.50;4.00;0.00;4.00;Szczegóły GPS
210;;JAMA NAD ROWEM;K.Bw-02.12;5.00;0.00;0.00;0.00;Szczegóły GPS
211;;JAMA OGRA;K.Bm-02.35;8.00;2.50;2.50;0.00;Szczegóły
212;;JAMA POD CYRLĄ;K.Bsd-02.04;4.00;0.00;0.00;0.00;Szczegóły
213;;JAMA POD LUCYFEREM I;K.Pr-02.13;3.00;0.00;0.00;0.00;Szczegóły GPS
214;;JAMA POD LUCYFEREM II;K.Pr-02.14;6.00;0.00;0.00;0.00;Szczegóły GPS
215;;JAMA POD PŁYTĄ SKALNĄ;K.Bm-02.63;3.50;0.50;0.00;0.00;Szczegóły
216;;JAMA POD WANTĄ;K.Bsd-02.16;7.00;0.00;0.00;0.00;Szczegóły
217;;JAMA POD WIETRZNYMI DZIURAMI I;K.Bsd-01.30;2.00;0.00;0.00;0.00;Szczegóły
218;;JAMA POD WIETRZNYMI DZIURAMI II;K.Bsd-01.31;2.00;0.00;0.00;0.00;Szczegóły
219;;JAMA POSZUKIWACZY;K.Bsd-02.12;8.00;3.00;3.00;0.00;Szczegóły
220;;JAMA SKRZATÓW;K.Bsd-01.04;6.00;0.00;0.00;0.00;Szczegóły
221;;JAMA SMOKA;K.Pw-01.03;3.00;0.00;0.00;0.00;Szczegóły
222;;JAMA W BUDZISZU;K.Pst-01.03 N;5.00;3.00;3.00;0.00;Szczegóły
223;;JAMA W DZWONIE;K.Pd-01.36;6.00;3.00;0.00;3.00;Szczegóły
224;;JAMA W LABIRYNCIE;K.Bsd-02.25;4.00;0.00;0.00;0.00;Szczegóły
225;;JAMA WIESI;K.Pr-01.26;3.00;0.00;0.00;0.00;Szczegóły
226;;JAMA ZASKROŃCA;K.Pr-01.35 N;12.00;0.00;0.00;0.00;Szczegóły
227;;JAMA ZIMORODKA;K.Pr-01.39 N;6.00;0.00;0.00;0.00;Szczegóły
228;;JAMKA SKRZATÓW;K.Bsd-01.36;2.00;0.00;0.00;0.00;Szczegóły
229;;JASKINA BODZIOCH MAŁY;K.Bn-09.76 N;7.00;2.50;1.00;1.50;Szczegóły
230;;"JASKINIA ""MAŁPIEGO KRÓLA""";K.Bs-02.254;2.00;0.00;0.00;0.00;Szczegóły
231;;JASKINIA A-2;K.Bs-03.203 N;0.00;0.00;0.00;0.00;Szczegóły
232;;JASKINIA ALFA;K.Bsz-02.27;5.90;2.00;2.00;0.00;Szczegóły
233;;JASKINIA ALI-BABY W KLIMCZOKU;K.Bs-04.02;328.00;25.00;25.00;0.00;Szczegóły GPS
234;;JASKINIA ANTONIEGO;K.Bs-03.69 N;0.00;0.00;0.00;0.00;Szczegóły
235;;JASKINIA BESKIDNIKÓW (SCHRONISKO L-44);K.Bn-09.37;9.00;3.50;3.50;0.00;Szczegóły
236;;JASKINIA BEZWIETRZNA;K.Bs-02.239;5.00;4.30;4.30;0.00;Szczegóły
237;;JASKINIA BODZIOCH WIELKI;K.Bn-09.02;12.00;4.50;4.50;0.00;Szczegóły
238;;JASKINIA BORÓWKOWA;K.Bs-04.178;14.00;6.70;6.70;0.00;Szczegóły
239;;JASKINIA BRODATA;K.Bs-04. 22 N;9.00;0.00;0.00;0.00;Szczegóły
240;;JASKINIA CHŁODNA;K.Bs-02.15;125.00;16.50;16.50;0.00;Szczegóły GPS
241;;JASKINIA CHODZĄCYCH MGIEŁ;K.Bs-04.138;24.00;10.00;10.00;0.00;Szczegóły
242;;JASKINIA CHRUŚCIKA;K.Bż-03.13;10.00;0.00;0.00;0.00;Szczegóły
243;;JASKINIA CIASNA;K.Pr-01.05;7.00;0.00;0.00;0.00;Szczegóły
244;;JASKINIA CIASNA W KOŚCIELCU;K.Bs-03.181;7.20;0.00;0.00;0.00;Szczegóły GPS
245;;JASKINIA CIASNA W STOŁOWIE;K.Bs-04.46;37.00;4.60;4.60;0.00;Szczegóły GPS
246;;JASKINIA CIĘŻKIEJ ROBOTY;K.Bsd-02.19;8.00;2.00;2.00;0.00;Szczegóły
247;;JASKINIA CZARCI DÓŁ;K.Bw-02.01;165.00;14.00;14.00;0.00;Szczegóły GPS
248;;JASKINIA CZARNE DZIAŁY I;K.Bm-02.05;60.00;10.00;10.00;0.00;Szczegóły GPS
249;;JASKINIA CZARNE DZIAŁY II;K.Bm-02.06;67.00;8.00;8.00;0.00;Szczegóły GPS
250;;JASKINIA CZARNE DZIAŁY III;K.Bm-02.08;150.00;13.30;13.30;0.00;Szczegóły GPS
251;;JASKINIA CZARNOPOTOCKA;K.Bsd-02.41;20.00;7.00;7.00;0.00;Szczegóły
252;;JASKINIA CZCHOWSKA;K.Pr-01.22;18.00;5.00;0.00;0.00;Szczegóły
253;;JASKINIA CZORNEGO GRZIBA;K.Bs-03.228;411.00;23.00;23.00;0.00;Szczegóły
254;;JASKINIA CZYSTA;K.Bs-03.212;6.00;2.60;2.60;0.00;Szczegóły
255;;JASKINIA DELTY;K.Bw-01.22;10.00;5.50;5.50;0.00;Szczegóły GPS
256;;JASKINIA DIOBLE;K.Bs-04.125;7.00;4.00;4.00;0.00;Szczegóły
257;;JASKINIA DOBOSZA;K.Bsz-02.05;13.00;4.50;4.50;0.00;Szczegóły
258;;JASKINIA DOLNA W NASICZNEM;K.Bsz-02.02;62.50;20.90;20.90;0.00;Szczegóły
259;;JASKINIA DOLNE BĘBNY;K.Bmk-02.01;5.00;2.00;2.00;0.00;Szczegóły GPS
260;;JASKINIA DOLNY WASERSZLOG;K.Bs-03.104;33.00;10.00;10.00;0.00;Szczegóły
261;;JASKINIA DUJĄCA;K.Bs-04.47;498.00;17.50;17.50;0.00;Szczegóły GPS
262;;JASKINIA DZIADKA BUCZKA;K.Bsd-01.19;7.00;0.00;0.00;0.00;Szczegóły
263;;JASKINIA DZIKIEJ GRUPY Z MALINKI;K.Bs-03.57;10.00;4.00;4.00;0.00;Szczegóły GPS
264;;JASKINIA DZIURAWA;K.Bm-02.29;160.00;8.50;6.00;2.50;Szczegóły GPS
265;;JASKINIA EKOLOGÓW;K.Bn-09.13;30.00;7.00;7.00;0.00;Szczegóły
266;;JASKINIA EXPRESOWA;K.Bs-02.152;17.00;6.20;6.20;0.00;Szczegóły GPS
267;;JASKINIA GARAŻ;K.Pd-01.06;14.00;3.00;0.00;0.00;Szczegóły
268;;JASKINIA GDZIE SAMOLOT SPADŁ;K.Bn-10.10;32.00;5.40;5.40;0.00;Szczegóły
269;;JASKINIA GDZIE WPADŁ GROTOŁAZ;K.Bn-10.11;75.00;14.50;14.50;0.00;Szczegóły
270;;JASKINIA GEOGRAFÓW;K.Bn-08.06;31.00;3.00;3.00;0.00;Szczegóły
271;;JASKINIA GŁĘBOKA W STOŁOWIE;K.Bs-04. 34;554.00;25.00;25.00;0.00;Szczegóły GPS
272;;JASKINIA GOŁĘBIA;K.Bs-03.202;7.00;3.90;3.90;0.00;Szczegóły
273;;JASKINIA GOSZCZYŃSKIEGO;K.G-01.24;20.00;5.00;5.00;0.00;Szczegóły
